"popularity","duration_ms","explicit","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","country","electronic","jazz","pop","r_n_b","rock","classical","metal","other","world","latin","acoustic",".pred"
69,252106,"False",0.811,0.833,5,-4.259,1,0.153,0.014,2.06e-05,0.0769,0.567,120.258,4,0,1,1,1,1,0,0,0,0,0,0,0,37.3934728303148
31,238266,"False",0.61,0.493,6,-15.819,1,0.0541,0.0362,6.73e-05,0.037,0.724,81.034,4,0,1,1,1,1,0,0,0,0,0,0,0,36.9466032164596
37,113160,"False",0.32,0.261,0,-12.344,1,0.0403,0.451,0,0.0816,0.366,181.948,3,0,1,1,1,1,0,0,0,0,0,0,0,34.6718275370698
57,196506,"False",0.714,0.867,7,-6.295,0,0.0569,0.11,8.98e-05,0.325,0.872,122.915,4,0,1,1,1,1,0,0,0,0,0,0,0,36.8029556156457
27,186107,"False",0.701,0.868,10,-7.27,0,0.0326,0.00092,0.00207,0.169,0.397,111.979,4,0,1,1,1,1,0,0,0,0,0,0,0,36.9114305715919
24,208866,"False",0.617,0.568,0,-14.255,1,0.0335,0.0429,0.000254,0.0422,0.949,122.562,4,0,1,1,1,1,0,0,0,0,0,0,0,38.7808617369516
34,369093,"False",0.609,0.529,5,-7.816,1,0.0295,0.499,0,0.268,0.384,136.027,4,0,1,1,1,1,0,0,0,0,0,0,0,35.825502603238
35,216600,"False",0.333,0.634,10,-7.503,1,0.0568,0.589,0.00103,0.163,0.544,176.33,3,0,1,1,1,1,0,0,0,0,0,0,0,33.687267849927
68,205533,"False",0.702,0.933,2,-11.876,1,0.0492,0.0519,0.000128,0.155,0.896,115.114,4,0,1,1,1,1,0,0,0,0,0,0,0,34.500425221202
35,408425,"False",0.677,0.775,0,-7.214,1,0.0387,0.00414,0.707,0.145,0.922,136.666,4,0,1,1,1,1,0,0,0,0,0,0,0,20.9752818636609
33,234733,"False",0.741,0.763,3,-10.995,0,0.0362,0.0736,0.00377,0.0261,0.931,131.853,4,0,1,1,1,1,0,0,0,0,0,0,0,36.9420976678494
37,409826,"False",0.575,0.528,1,-9.051,1,0.0429,0.488,0,0.0499,0.369,121.296,4,0,1,1,1,1,0,0,0,0,0,0,0,34.4419682476412
35,183283,"False",0.759,0.509,0,-8.804,1,0.0953,0.0441,0,0.0894,0.365,130.085,4,0,1,1,1,1,0,0,0,0,0,0,0,39.5559663236861
34,252352,"False",0.638,0.959,1,-3.907,0,0.0313,0.0326,0.101,0.0485,0.907,136.039,4,0,1,1,1,1,0,0,0,0,0,0,0,32.8648816719097
0,195885,"False",0.704,0.885,8,-3.561,1,0.111,0.018,0,0.357,0.735,140.049,4,0,1,1,1,1,0,0,0,0,0,0,0,30.7445267065604
5,208786,"False",0.531,0.977,9,-3.097,1,0.269,0.178,0,0.134,0.806,135.767,4,0,1,1,1,1,0,0,0,0,0,0,0,30.39054106189
36,229147,"False",0.649,0.935,2,-5.589,1,0.03,0.00432,2.43e-05,0.343,0.821,128.011,4,0,1,1,1,1,0,0,0,0,0,0,0,30.9920701201097
23,248932,"False",0.676,0.9,7,-7.638,0,0.033,0.00533,0.0135,0.0509,0.275,127.704,4,0,1,1,1,1,0,0,0,0,0,0,0,35.5487255415267
36,189818,"False",0.688,0.72,5,-6.827,0,0.0409,0.00545,0.0468,0.0832,0.355,110.04,4,0,1,1,1,1,0,0,0,0,0,0,0,37.8396712684806
55,256052,"False",0.63,0.774,10,-7.876,0,0.0413,0.192,0.585,0.115,0.304,122.999,4,0,1,1,1,1,0,0,0,0,0,0,0,39.3161128952947
64,238000,"False",0.643,0.568,1,-9.903,1,0.0222,0.135,0,0.195,0.434,95.17,4,0,1,1,1,1,0,0,0,0,0,0,0,39.8420688804712
70,205533,"False",0.557,0.782,4,-3.899,1,0.0475,0.0953,6.75e-06,0.118,0.305,159.621,4,0,1,1,1,1,0,0,0,0,0,0,0,38.6332407370781
33,287440,"False",0.706,0.715,6,-10.924,0,0.0536,0.141,0.00812,0.106,0.914,102.399,4,0,1,1,1,1,0,0,0,0,0,0,0,39.8089099108135
33,203988,"False",0.698,0.858,5,-4.605,0,0.0371,0.12,0,0.0864,0.669,127.919,4,0,1,1,1,1,0,0,0,0,0,0,0,33.6708717080876
33,228706,"False",0.881,0.781,9,-7.025,0,0.321,0.00684,0,0.417,0.681,137.013,4,0,1,1,1,1,0,0,0,0,0,0,0,32.5343402459521
65,230240,"False",0.855,0.48,1,-8.902,1,0.0588,0.254,2.16e-05,0.151,0.798,97.793,4,0,1,1,1,1,0,0,0,0,0,0,0,37.8547857212432
34,396000,"False",0.513,0.724,9,-8.536,0,0.0834,0.112,0,0.579,0.691,126.345,4,0,1,1,1,1,0,0,0,0,0,0,0,33.6698269981369
32,218213,"False",0.654,0.985,5,-3.924,1,0.0358,0.036,9.1e-05,0.34,0.738,132.001,4,0,1,1,1,1,0,0,0,0,0,0,0,28.7066803956006
34,219026,"False",0.681,0.863,9,-4.737,1,0.0667,0.134,0,0.349,0.61,129.991,4,0,1,1,1,1,0,0,0,0,0,0,0,32.2002315703411
49,201578,"False",0.788,0.824,11,-4.85,0,0.0761,0.00507,0.00752,0.183,0.7,111.988,4,0,1,1,1,1,0,0,0,0,0,0,0,38.4155378456565
52,259739,"False",0.537,0.504,9,-8.527,1,0.0256,0.309,3.39e-06,0.0852,0.248,91.013,4,0,1,1,1,1,0,0,0,0,0,0,0,39.2284834443796
33,237714,"False",0.826,0.72,11,-6.781,0,0.066,0.0107,3.87e-06,0.58,0.966,144.801,4,0,1,1,1,1,0,0,0,0,0,0,0,34.4810514274039
34,288866,"False",0.62,0.462,6,-10.173,0,0.0501,0.635,0.0232,0.117,0.414,163.277,3,0,1,1,1,1,0,0,0,0,0,0,0,37.062754090206
34,220495,"False",0.507,0.913,7,-3.529,1,0.0307,0.522,1.15e-06,0.303,0.725,142.07,4,0,1,1,1,1,0,0,0,0,0,0,0,30.9595724574801
33,281280,"False",0.461,0.604,0,-8.615,0,0.338,0.495,0.000139,0.57,0.703,206.897,3,0,1,1,1,1,0,0,0,0,0,0,0,35.7460963976443
33,153840,"False",0.629,0.883,7,-5.735,1,0.23,0.603,0,0.242,0.701,156.157,4,0,1,1,1,1,0,0,0,0,0,0,0,32.6112341890009
33,232960,"False",0.447,0.573,2,-8.937,0,0.0303,0.0799,0.000111,0.291,0.562,201.077,4,0,1,1,1,1,0,0,0,0,0,0,0,37.1337191441852
50,324000,"False",0.593,0.871,8,-8.068,1,0.0386,0.279,0.894,0.131,0.0719,121.994,4,0,1,1,1,1,0,0,0,0,0,0,0,35.2375729813979
55,343413,"False",0.73,0.851,4,-4.085,0,0.101,0.243,0.000143,0.117,0.578,97,4,0,1,1,1,1,0,0,0,0,0,0,0,34.9956778781979
35,380624,"False",0.733,0.963,7,-4.002,1,0.104,0.000329,0.126,0.099,0.0689,128.01,4,0,1,1,1,1,0,0,0,0,0,0,0,27.3636109550969
37,184000,"False",0.59,0.926,7,-3.467,0,0.0994,0.0252,3.09e-05,0.0856,0.69,180.162,4,0,1,1,1,1,0,0,0,0,0,0,0,32.7589659609132
52,382973,"False",0.714,0.583,1,-13.346,1,0.0391,0.273,0.000813,0.0288,0.849,108.822,4,0,1,1,1,1,0,0,0,0,0,0,0,31.4981706181928
34,255133,"False",0.352,0.583,7,-7.988,1,0.0438,0.655,0.000299,0.599,0.403,159.49,4,0,1,1,1,1,0,0,0,0,0,0,0,33.7682357877178
32,252640,"False",0.747,0.882,11,-7.099,0,0.049,0.183,3.39e-06,0.338,0.815,116.22,4,0,1,1,1,1,0,0,0,0,0,0,0,34.1993972081271
32,181745,"False",0.623,0.998,6,-3.026,1,0.287,0.0357,0,0.347,0.41,147.917,4,0,1,1,1,1,0,0,0,0,0,0,0,29.2214828452337
60,276386,"False",0.661,0.623,0,-6.157,1,0.0292,0.198,0.602,0.0753,0.0491,121.002,4,0,1,1,1,1,0,0,0,0,0,0,0,38.0494801867201
32,359106,"False",0.634,0.505,1,-11.644,1,0.0293,0.54,0.00106,0.058,0.472,138.919,4,0,1,1,1,1,0,0,0,0,0,0,0,34.9426176439684
34,295333,"False",0.428,0.312,8,-14.24,1,0.0333,0.431,0,0.111,0.371,126.75,4,0,1,1,1,1,0,0,0,0,0,0,0,38.8839908739085
32,213027,"False",0.757,0.969,3,-2.072,1,0.169,0.0961,0,0.201,0.607,143.032,4,0,1,1,1,1,0,0,0,0,0,0,0,29.1762772137055
65,407053,"False",0.796,0.892,0,-8.31,1,0.0333,0.00475,0.0187,0.0717,0.965,120.4,4,0,1,1,1,1,0,0,0,0,0,0,0,30.2315738817508
31,338200,"False",0.937,0.652,9,-11.545,0,0.0748,0.0111,0.000713,0.0606,0.9,123.56,4,0,1,1,1,1,0,0,0,0,0,0,0,33.9388958688695
32,167252,"False",0.58,0.928,0,-4.05,1,0.239,0.0938,0,0.293,0.366,135.903,4,0,1,1,1,1,0,0,0,0,0,0,0,30.9647260398323
32,176757,"False",0.752,0.805,0,-5.825,1,0.035,0.212,0,0.193,0.838,131.98,4,0,1,1,1,1,0,0,0,0,0,0,0,33.4148376199874
32,223000,"False",0.675,0.951,11,-3.98,0,0.0932,0.0385,0,0.353,0.961,137.968,4,0,1,1,1,1,0,0,0,0,0,0,0,26.5711013072209
31,452506,"False",0.589,0.262,10,-18.333,1,0.0402,0.645,0.298,0.394,0.473,78.244,4,0,1,1,1,1,0,0,0,0,0,0,0,31.3644713639787
62,200053,"False",0.594,0.906,1,-5.536,1,0.0594,0.169,0.00122,0.0778,0.892,104.411,4,0,1,1,1,1,0,0,0,0,0,0,0,35.7634777492673
31,277002,"False",0.783,0.589,4,-13.208,0,0.0339,0.237,0,0.279,0.86,140.262,4,0,1,1,1,1,0,0,0,0,0,0,0,40.3717346523818
34,221826,"False",0.348,0.376,2,-10.072,1,0.0271,0.599,0,0.107,0.208,141.77,4,0,1,1,1,1,0,0,0,0,0,0,0,34.8351364164068
31,230243,"False",0.734,0.963,7,-4.333,1,0.0309,0.00818,3.61e-06,0.189,0.952,129.968,5,0,1,1,1,1,0,0,0,0,0,0,0,30.6606771266319
0,157994,"False",0.576,0.968,4,-0.937,1,0.0731,0.0119,0,0.348,0.701,147.859,4,0,1,1,1,1,0,0,0,0,0,0,0,25.1692618847938
32,185133,"False",0.724,0.903,0,-4.552,1,0.0337,0.0251,0,0.208,0.845,124.003,4,0,1,1,1,1,0,0,0,0,0,0,0,31.0408336289302
59,253728,"False",0.58,0.86,7,-4.994,0,0.0334,0.0176,8.02e-05,0.175,0.43,124.992,4,0,1,1,1,1,0,0,0,0,0,0,0,37.8111235426358
53,178000,"False",0.709,0.628,11,-14.961,1,0.0405,0.427,0.782,0.106,0.0341,119.013,4,0,1,1,1,1,0,0,0,0,0,0,0,37.2922782949056
46,296567,"False",0.547,0.659,5,-8.963,1,0.0356,0.00571,0.0165,0.119,0.0583,123.954,4,0,1,1,1,1,0,0,0,0,0,0,0,36.8604214603869
59,229610,"False",0.776,0.676,11,-5.007,1,0.0511,0.114,3.29e-06,0.0687,0.774,110.017,4,0,1,1,1,1,0,0,0,0,0,0,0,38.7484844334745
32,246600,"False",0.7,0.692,10,-8.797,0,0.0439,0.00287,1.3e-05,0.0769,0.672,95.561,4,0,1,1,1,1,0,0,0,0,0,0,0,39.2001756645623
60,181946,"False",0.626,0.933,9,-7.681,1,0.0516,0.000165,0.00621,0.0636,0.291,128.078,4,0,1,1,1,1,0,0,0,0,0,0,0,33.3045601791043
31,189600,"False",0.725,0.94,8,-3.41,0,0.134,0.0198,3.25e-06,0.13,0.799,150.046,4,0,1,1,1,1,0,0,0,0,0,0,0,30.4536923569793
31,181258,"False",0.721,0.965,11,-4.483,1,0.0549,0.0586,0.000199,0.101,0.965,143.009,4,0,1,1,1,1,0,0,0,0,0,0,0,31.1469990697921
32,243226,"False",0.479,0.459,1,-7.939,0,0.0295,0.735,0,0.0884,0.316,161.682,3,0,1,1,1,1,0,0,0,0,0,0,0,39.2437942173399
31,209093,"False",0.64,0.758,9,-7.31,0,0.0675,0.497,0,0.0506,0.849,106.978,4,0,1,1,1,1,0,0,0,0,0,0,0,36.7645189662303
31,254943,"False",0.706,0.881,2,-5.792,1,0.0289,0.0573,1.49e-05,0.144,0.682,130.03,4,0,1,1,1,1,0,0,0,0,0,0,0,35.7111375063697
31,214440,"False",0.577,0.807,11,-5.319,1,0.0297,0.00807,0,0.112,0.555,126.959,4,0,1,1,1,1,0,0,0,0,0,0,0,37.2713447232087
51,349962,"False",0.686,0.672,0,-10.185,1,0.0475,0.0149,0.455,0.074,0.818,104.996,4,0,1,1,1,1,0,0,0,0,0,0,0,28.9704496944814
67,278040,"False",0.424,0.443,6,-13.45,1,0.0382,0.532,0.000389,0.673,0.391,131.675,4,0,1,1,1,1,0,0,0,0,0,0,0,37.3137564101513
49,210786,"False",0.644,0.72,10,-9.635,0,0.0419,0.00145,0.504,0.0839,0.53,132.017,4,0,1,1,1,1,0,0,0,0,0,0,0,32.7821142433472
30,232280,"False",0.798,0.788,0,-8.943,1,0.0453,0.245,0,0.0635,0.922,119.627,4,0,1,1,1,1,0,0,0,0,0,0,0,36.77330959767
31,205373,"False",0.706,0.994,8,-2.367,1,0.0629,0.0262,0,0.307,0.701,129.973,4,0,1,1,1,1,0,0,0,0,0,0,0,25.8455905366254
30,236648,"False",0.831,0.891,0,-7.917,1,0.107,0.106,0,0.133,0.924,140,4,0,1,1,1,1,0,0,0,0,0,0,0,31.6135998764031
30,192267,"False",0.639,0.911,0,-2.505,1,0.107,0.0803,0,0.0845,0.565,139.973,4,0,1,1,1,1,0,0,0,0,0,0,0,31.6702719706448
31,250717,"False",0.751,0.804,0,-6.437,1,0.0435,0.00042,0.0234,0.0387,0.919,118.343,4,0,1,1,1,1,0,0,0,0,0,0,0,33.8960679870874
30,303826,"False",0.833,0.749,7,-8.892,0,0.0804,0.298,0.00332,0.242,0.722,120.866,4,0,1,1,1,1,0,0,0,0,0,0,0,35.873886716709
62,356200,"False",0.734,0.42,2,-12.036,1,0.028,0.188,0.242,0.0826,0.462,94.161,4,0,1,1,1,1,0,0,0,0,0,0,0,38.1170422824394
62,205733,"False",0.821,0.365,9,-12.118,1,0.0676,0.249,0,0.0883,0.85,109.638,4,0,1,1,1,1,0,0,0,0,0,0,0,36.9925150647274
29,198207,"False",0.655,0.931,0,-3.434,1,0.0409,0.0691,0,0.251,0.818,138.551,4,0,1,1,1,1,0,0,0,0,0,0,0,28.1861808414239
31,264600,"False",0.721,0.672,6,-9.029,0,0.0339,0.0547,0.0106,0.201,0.804,104.976,4,0,1,1,1,1,0,0,0,0,0,0,0,42.1035131097856
30,203626,"False",0.852,0.957,5,-6.023,1,0.0669,0.291,0,0.372,0.93,126.936,4,0,1,1,1,1,0,0,0,0,0,0,0,29.6409153897769
31,190333,"False",0.596,0.464,7,-11.877,0,0.027,0.122,8.53e-06,0.229,0.68,106.937,3,0,1,1,1,1,0,0,0,0,0,0,0,39.155078078304
0,181080,"False",0.758,0.922,2,-5.427,1,0.0323,0.155,0,0.0465,0.97,112.028,4,0,1,1,1,1,0,0,0,0,0,0,0,30.9782831951257
25,203582,"False",0.65,0.714,7,-6.063,1,0.0519,0.00459,0,0.241,0.489,97.001,4,0,1,1,1,1,0,0,0,0,0,0,0,39.1000314907413
30,306808,"False",0.722,0.95,0,-4.277,0,0.0562,0.0639,0.000456,0.0485,0.923,133.88,4,0,1,1,1,1,0,0,0,0,0,0,0,30.7331520772306
29,165999,"False",0.703,0.799,6,-4.705,0,0.0542,0.0194,0,0.0271,0.967,150.075,4,0,1,1,1,1,0,0,0,0,0,0,0,35.2086166893367
61,183693,"False",0.677,0.703,9,-9.344,1,0.0344,0.143,6.96e-05,0.514,0.962,99.419,4,0,1,1,1,1,0,0,0,0,0,0,0,38.8852005656115
30,196000,"False",0.592,0.984,11,-2.928,1,0.0607,0.00524,0,0.116,0.69,139.88,4,0,1,1,1,1,0,0,0,0,0,0,0,27.942423400626
29,247706,"False",0.781,0.822,5,-4.628,0,0.0278,0.0549,0.00184,0.0778,0.976,108.996,4,0,1,1,1,1,0,0,0,0,0,0,0,37.5880287892121
30,215509,"False",0.632,0.999,0,-3.413,1,0.0431,0.00887,0,0.256,0.935,139.988,4,0,1,1,1,1,0,0,0,0,0,0,0,25.5454483713917
30,206919,"False",0.58,0.566,7,-6.628,1,0.0272,0.423,4.05e-06,0.0851,0.65,181.122,3,0,1,1,1,1,0,0,0,0,0,0,0,36.7470450894631
29,172557,"False",0.544,0.834,7,-6.937,0,0.0375,0.0327,0,0.128,0.403,149.976,4,0,1,1,1,1,0,0,0,0,0,0,0,37.3789892699321
0,299520,"False",0.731,0.951,5,-5.779,0,0.0463,0.00262,0.642,0.163,0.585,124.992,4,0,1,1,1,1,0,0,0,0,0,0,0,22.7323952330921
0,317419,"False",0.89,0.976,4,-3.538,0,0.191,0.000441,0.226,0.0829,0.553,124.001,4,0,1,1,1,1,0,0,0,0,0,0,0,21.737774755693
62,375400,"False",0.7,0.816,7,-9.711,0,0.044,0.00115,0.00123,0.0901,0.838,113.244,4,0,1,1,1,1,0,0,0,0,0,0,0,28.4926503275379
62,288493,"False",0.606,0.532,7,-6.759,1,0.0256,0.403,0.000904,0.356,0.327,130.945,4,0,1,1,1,1,0,0,0,0,0,0,0,36.3410879952672
28,197000,"False",0.745,0.938,8,-1.892,1,0.0972,0.0163,1.17e-06,0.564,0.947,137.972,4,0,1,1,1,1,0,0,0,0,0,0,0,25.1896320345826
29,314906,"False",0.594,0.501,11,-6.798,0,0.0877,0.352,0,0.12,0.589,134.536,4,0,1,1,1,1,0,0,0,0,0,0,0,37.3559610087103
29,258760,"False",0.538,0.435,0,-10.767,1,0.103,0.628,0,0.0767,0.568,98.891,4,0,1,1,1,1,0,0,0,0,0,0,0,37.7311339024524
29,294880,"False",0.598,0.621,10,-8.089,1,0.055,0.0942,2.29e-05,0.192,0.453,98.686,4,0,1,1,1,1,0,0,0,0,0,0,0,38.0129899731857
29,315924,"False",0.544,0.955,2,-2.446,0,0.062,0.133,8.75e-06,0.359,0.652,150.091,4,0,1,1,1,1,0,0,0,0,0,0,0,29.6572027591534
30,181026,"False",0.622,0.87,4,-3.231,1,0.0439,0.204,0,0.126,0.805,119.182,4,0,1,1,1,1,0,0,0,0,0,0,0,31.9228368842237
30,224880,"False",0.626,0.998,1,-6.108,1,0.0497,0.0745,4.04e-05,0.0595,0.696,132.006,4,0,1,1,1,1,0,0,0,0,0,0,0,29.0524221614583
57,201453,"False",0.726,0.793,3,-3.052,0,0.0672,0.154,1.61e-06,0.143,0.755,130.003,4,0,1,1,1,1,0,0,0,0,0,0,0,34.7632646870692
30,212946,"False",0.611,0.79,5,-8.015,1,0.0298,0.00208,4.98e-06,0.329,0.838,140.966,1,0,1,1,1,1,0,0,0,0,0,0,0,33.6496254440471
63,240773,"False",0.581,0.801,9,-12.282,1,0.0306,0.00424,0.00171,0.0326,0.692,128.179,4,0,1,1,1,1,0,0,0,0,0,0,0,35.5645854059412
28,392881,"False",0.707,0.813,6,-6.354,1,0.0693,0.252,0.0196,0.212,0.738,102.996,4,0,1,1,1,1,0,0,0,0,0,0,0,31.9748998971556
29,214010,"False",0.651,0.977,6,-6.475,1,0.0406,0.0203,1.56e-05,0.84,0.977,140.032,4,0,1,1,1,1,0,0,0,0,0,0,0,26.2453414766347
29,179983,"True",0.588,0.93,6,-2.665,1,0.151,0.219,0,0.401,0.468,139.907,4,0,1,1,1,1,0,0,0,0,0,0,0,31.1502263877197
29,227759,"False",0.784,0.71,5,-5.774,1,0.0317,0.176,6.23e-06,0.321,0.862,96.062,4,0,1,1,1,1,0,0,0,0,0,0,0,38.592051209213
29,199087,"False",0.66,0.937,5,-7.069,0,0.0922,0.181,2.45e-06,0.278,0.51,123.98,4,0,1,1,1,1,0,0,0,0,0,0,0,33.2235958750809
70,195493,"False",0.274,0.144,5,-14.516,1,0.0482,0.92,0.000388,0.29,0.302,61.551,5,0,0,0,1,0,0,0,0,1,0,0,0,29.35623931706
52,140160,"False",0.27,0.623,4,-9.841,1,0.093,0.0972,0.349,0.267,0.463,157.24,3,0,0,0,1,0,0,0,0,1,0,0,0,35.4471203679488
69,225080,"False",0.354,0.411,0,-6.018,1,0.0344,0.815,1e-06,0.106,0.43,90.831,4,0,0,0,1,0,0,0,0,1,0,0,0,43.8755148292136
51,160306,"False",0.273,0.227,0,-15.742,1,0.0351,0.848,2.31e-06,0.102,0.142,129.272,4,0,0,0,1,0,0,0,0,1,0,0,0,34.2513571459209
0,290146,"False",0.373,0.205,8,-18.203,1,0.0482,0.989,0.943,0.114,0.223,131.898,4,0,0,0,1,0,0,0,0,1,0,0,0,28.8698782619986
46,185466,"False",0.721,0.576,0,-7.044,1,0.142,0.408,0,0.109,0.613,146.011,4,0,0,0,1,0,0,0,0,1,0,0,0,43.9011833224964
37,45920,"False",0.168,0.388,0,-11.983,1,0.04,0.792,0.804,0.282,0.045,90.142,3,0,0,0,1,0,0,0,0,1,0,0,0,27.5614343654847
39,124753,"False",0.526,0.674,7,-6.896,1,0.21,0.671,0,0.285,0.963,94.286,3,0,0,0,1,0,0,0,0,1,0,0,0,33.3189234250144
36,142493,"False",0.555,0.379,11,-16.134,0,0.101,0.546,0,0.758,0.653,122.931,4,0,0,0,1,0,0,0,0,1,0,0,0,34.3040139040166
64,194541,"False",0.285,0.396,1,-8.741,1,0.0318,0.674,6.6e-05,0.102,0.219,79.442,3,0,0,0,1,0,0,0,0,1,0,0,0,43.0404330282015
42,146416,"False",0.491,0.45,10,-11.174,1,0.0458,0.0939,0.0449,0.0567,0.282,106.932,4,0,0,0,1,0,0,0,0,1,0,0,0,41.0973315549674
52,209964,"False",0.567,0.543,5,-4.485,1,0.0313,0.613,0,0.106,0.299,89.937,4,0,0,0,1,0,0,0,0,1,0,0,0,50.8584127838154
33,121685,"False",0.41,0.062,2,-25.843,1,0.0617,0.994,0.975,0.085,0.446,173.776,4,0,0,0,1,0,0,0,0,1,0,0,0,26.5772515341869
35,170906,"False",0.687,0.474,6,-15.6,1,0.0429,0.31,0.00259,0.0905,0.82,98.888,4,0,0,0,1,0,0,0,0,1,0,0,0,38.622231828833
34,71373,"False",0.275,0.414,2,-15.251,1,0.0549,0.695,0.000299,0.3,0.268,137.625,3,0,0,0,1,0,0,0,0,1,0,0,0,30.5653450190821
32,82550,"False",0.573,0.315,9,-13.191,1,0.0415,0.888,0.879,0.122,0.362,163.972,3,0,0,0,1,0,0,0,0,1,0,0,0,26.4971524296399
34,109466,"False",0.37,0.191,4,-13.765,1,0.046,0.93,3.15e-06,0.326,0.139,105.458,4,0,0,0,1,0,0,0,0,1,0,0,0,27.2916871295571
32,85282,"False",0.489,0.148,7,-13.927,1,0.0407,0.987,0.962,0.0652,0.315,105.921,3,0,0,0,1,0,0,0,0,1,0,0,0,27.0316194314655
31,147520,"False",0.172,0.0563,7,-27.965,1,0.0361,0.953,0.952,0.0706,0.0339,74.611,4,0,0,0,1,0,0,0,0,1,0,0,0,26.9458171762388
33,61733,"False",0.31,0.0546,10,-19.296,1,0.0351,0.964,0.00378,0.245,0.148,90.731,3,0,0,0,1,0,0,0,0,1,0,0,0,27.2032686913982
33,291133,"False",0.408,0.199,0,-16.066,1,0.0765,0.757,0,0.402,0.415,75.904,4,0,0,0,1,0,0,0,0,1,0,0,0,32.2059263192302
30,238920,"False",0.324,0.609,10,-8.046,1,0.0475,0.238,1.69e-06,0.218,0.525,83.319,4,0,0,0,1,0,0,0,0,1,0,0,0,46.300693881184
31,105693,"False",0.493,0.544,2,-9.919,1,0.0481,0.67,1.66e-05,0.0364,0.773,175.498,4,0,0,0,1,0,0,0,0,1,0,0,0,32.9257741158374
31,265984,"False",0.688,0.516,4,-5.456,0,0.0261,0.318,0,0.111,0.258,126.976,3,0,0,0,1,0,0,0,0,1,0,0,0,51.997372178101
31,135173,"False",0.263,0.152,5,-18.721,1,0.036,0.957,0.00026,0.0896,0.136,85.462,4,0,0,0,1,0,0,0,0,1,0,0,0,28.8922950564485
30,154986,"False",0.848,0.479,0,-13.705,1,0.0855,0.51,1.27e-05,0.104,0.807,124.054,4,0,0,0,1,0,0,0,0,1,0,0,0,40.0058476533777
31,170400,"False",0.448,0.311,11,-10.409,1,0.0322,0.87,0,0.106,0.353,108.074,3,0,0,0,1,0,0,0,0,1,0,0,0,38.0157729290226
30,326751,"False",0.438,0.512,2,-6.903,0,0.029,0.104,0,0.165,0.251,139.913,4,0,0,0,1,0,0,0,0,1,0,0,0,52.1518193781376
29,149160,"False",0.711,0.0466,0,-19.865,0,0.0657,0.984,0.751,0.107,0.264,96.19,4,0,0,0,1,0,0,0,0,1,0,0,0,25.7223517120496
31,125840,"False",0.329,0.166,4,-10.467,1,0.0381,0.918,0.000221,0.257,0.159,102.277,4,0,0,0,1,0,0,0,0,1,0,0,0,30.0315057930088
51,187746,"False",0.777,0.428,1,-14.023,0,0.0355,0.645,4.77e-05,0.0478,0.456,114.866,4,0,0,0,1,0,0,0,0,1,0,0,0,39.8317218725517
63,291693,"False",0.384,0.18,0,-17.279,1,0.101,0.77,0,0.367,0.368,73.603,4,0,0,0,1,0,0,0,0,1,0,0,0,30.5262312739528
55,173644,"False",0.243,0.0654,3,-25.734,1,0.0506,0.992,0.948,0.122,0.137,59.95,3,0,0,0,1,0,0,0,0,1,0,0,0,28.327667548716
60,195146,"False",0.68,0.463,5,-15.29,1,0.165,0.718,0,0.0985,0.858,99.662,4,0,0,0,1,0,0,0,0,1,0,0,0,37.989635077255
28,157418,"False",0.729,0.0201,5,-19.78,1,0.0465,0.994,0.927,0.106,0.28,78.051,4,0,0,0,1,0,0,0,0,1,0,0,0,23.7065470420981
28,243000,"False",0.547,0.494,8,-10.365,0,0.0562,0.508,1.01e-06,0.123,0.119,88.991,4,0,0,0,1,0,0,0,0,1,0,0,0,45.8952420048535
28,284173,"False",0.287,0.26,0,-14.388,1,0.0367,0.84,9.73e-05,0.264,0.303,79.397,4,0,0,0,1,0,0,0,0,1,0,0,0,34.4676763482382
29,111426,"False",0.64,0.353,8,-5.701,1,0.0631,0.824,0,0.084,0.574,116.906,3,0,0,0,1,0,0,0,0,1,0,0,0,34.3874756931662
27,76120,"False",0.468,0.0893,9,-14.224,1,0.0338,0.987,0.0038,0.104,0.258,86.749,4,0,0,0,1,0,0,0,0,1,0,0,0,27.9165099062697
28,46960,"False",0.527,0.874,4,-2.34,1,0.059,0.671,0,0.449,0.813,149.383,4,0,0,0,1,0,0,0,0,1,0,0,0,34.8019868399007
28,147520,"False",0.246,0.0569,7,-27.911,1,0.0353,0.957,0.945,0.0745,0.034,74.791,4,0,0,0,1,0,0,0,0,1,0,0,0,26.7961144747125
28,217786,"False",0.346,0.123,0,-12.203,0,0.0501,0.778,0,0.563,0.206,82.375,3,0,0,0,1,0,0,0,0,1,0,0,0,30.6755533715308
28,50773,"False",0.395,0.868,0,-4.233,1,0.182,0.519,0.000591,0.127,0.936,148.415,4,0,0,0,1,0,0,0,0,1,0,0,0,31.3192879738422
28,82746,"False",0.198,0.483,1,-14.552,1,0.0506,0.831,0.927,0.0979,0.234,76.592,3,0,0,0,1,0,0,0,0,1,0,0,0,25.4584467773036
28,130346,"False",0.427,0.471,0,-9.88,0,0.0426,0.647,0.384,0.538,0.925,183.74,4,0,0,0,1,0,0,0,0,1,0,0,0,33.1162248580058
29,155293,"False",0.182,0.254,0,-16.058,1,0.0312,0.99,0.934,0.115,0.0381,93.902,5,0,0,0,1,0,0,0,0,1,0,0,0,27.2397548753647
61,112205,"False",0.624,0.5,7,-6.899,1,0.166,0.696,4.05e-05,0.372,0.562,95.234,3,0,0,0,1,0,0,0,0,1,0,0,0,33.2672548265251
