"track_id","popularity","duration_ms","explicit","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","track_genre",".pred"
"1VTbAigVCXECu2FlAFRpYP",44,179200,"True",0.747,0.892,6,-3.963,0,0.243,0.346,2.01e-06,0.0781,0.57,149.905,4,"anime",46.0521625961966
"6O4bcP0E4z0nq5WxLN8ski",36,288933,"False",0.523,0.934,2,-2.362,0,0.104,0.0238,0,0.207,0.726,145.947,4,"anime",49.2595350936249
"683p6Ov3orc4ICLOKi1Yn6",36,226173,"False",0.549,0.947,4,-3.598,0,0.152,0.000337,0,0.252,0.592,97.484,4,"anime",50.2446728813637
"7ds0MBuaP47Ao1ZeG5q24w",35,243400,"False",0.397,0.86,6,-2.398,0,0.0855,8.33e-05,6.39e-05,0.0253,0.578,168.057,4,"anime",44.4868489723897
"2ZkVZXxtvykazsebpgTUtG",35,255893,"False",0.457,0.893,6,-1.926,1,0.0567,5.01e-05,0.000195,0.336,0.614,155.062,4,"anime",45.1028631751698
"2dmps98bvDnwWTw8bMwclD",34,284368,"False",0.489,0.737,0,-3.411,1,0.0395,0.338,0,0.124,0.732,157.902,4,"anime",44.3774801155329
"5IhAZmgprQOF7yeEe0faOE",2,161337,"False",0.473,0.724,4,-10.021,1,0.0771,0.0553,0,0.423,0.635,185.135,4,"anime",42.8962911876301
"4BKetvTh5lMcIDlv9tYQgW",52,296066,"False",0.669,0.63,11,-4.881,0,0.0416,0.000311,5.36e-06,0.0554,0.661,138.008,4,"anime",43.9549494587609
"3scQcXcg9nOfWVQDQTeDXF",57,266906,"False",0.61,0.827,5,-5.099,0,0.0482,0.0509,0,0.053,0.68,116.98,4,"anime",46.6167007152493
"2gVEP5chQzs7pHEemZpMBO",53,217546,"False",0.374,0.972,0,-2.306,0,0.105,7.92e-05,0,0.0706,0.627,194.091,4,"anime",49.7658736845915
"4Ybnlh6ZJPqK6Os6QbQL5H",56,109000,"False",0.295,0.0622,0,-24.878,1,0.0393,0.936,0.89,0.0771,0.046,81.17,4,"anime",43.006708860734
"0UkRI9mEkLYbTqVodJhDn2",36,210966,"False",0.495,0.295,2,-13.18,0,0.0296,0.0351,0.159,0.321,0.06,129.93,4,"anime",44.0384514566568
"1hoeIeIVXV9nDPWL21Nbjj",58,237680,"False",0.614,0.752,0,-2.775,1,0.0499,0.15,0,0.354,0.718,93.976,4,"anime",48.7027546218117
"7qv5uwCfPLt18OcGQSHmi1",42,106484,"False",0.456,0.469,2,-7.838,0,0.0339,0.143,0.936,0.212,0.106,120.045,4,"anime",44.3466926773064
"7gAEbjSCRgZhE1YjiO5ZPV",34,301253,"False",0.558,0.847,4,-3.939,1,0.0515,0.0538,0,0.252,0.458,98.031,4,"anime",48.4828814233304
"2rIvJfWcBBQVRQn3VVWw9F",34,84532,"True",0.721,0.738,0,-9.998,1,0.178,0.0305,0.185,0.0994,0.596,82.473,4,"anime",42.1677491164304
"4RN2wwg7BaUA3A40s1F9Gs",42,234360,"False",0.567,0.585,0,-10.229,1,0.0272,0.019,0.872,0.0679,0.371,134.981,4,"anime",43.8073513831552
"08hlaHY7ssHzr2MvBKyKvt",48,240071,"False",0.349,0.0154,0,-26.107,1,0.0632,0.991,0.875,0.092,0.102,73.862,4,"anime",41.2114843339422
"3okYYZTWf6Z2MLxwdDkwVw",53,292761,"False",0.726,0.74,11,-7.133,0,0.144,0.0617,0.0192,0.351,0.914,138.979,4,"anime",42.4836214273066
"2xL6YS9TucCVbIpLXawfFC",47,230635,"False",0.504,0.628,11,-4.333,0,0.0347,0.159,0,0.111,0.257,159.978,4,"anime",50.5486285587974
"3YblgwBrb747gUzuh2CgYF",54,185166,"False",0.447,0.934,5,-1.998,1,0.066,0.00422,0,0.337,0.356,94.983,4,"anime",50.5166733485088
"4Kw21nj46vjq6tWWmDMz4d",43,128104,"True",0.823,0.663,7,-8.267,1,0.254,0.557,0,0.182,0.49,120.215,4,"anime",42.1299518677224
"4v1EzxLxaKMBC3vwkegyIx",55,145429,"False",0.574,0.0863,9,-23.725,1,0.0387,0.952,0.919,0.0852,0.193,136.11,4,"anime",43.4044818688771
"39TMgQ5mAFp40OJQP1x6vg",45,146870,"False",0.301,0.75,0,-7.337,1,0.0663,0.0655,0.734,0.0935,0.328,138.373,4,"anime",43.3047300100638
"6jqvbCajA0NIkVADIFnNrT",51,182024,"False",0.621,0.617,11,-10.234,1,0.374,0.0336,5.67e-06,0.116,0.514,87.404,4,"anime",40.7069680017601
"6VnTOHM8MGLkRuaY9Pt7BH",33,187977,"False",0.623,0.8,11,-7.997,0,0.0863,0.0694,0,0.0843,0.616,173.168,4,"anime",44.8391528447632
"1sHawfDbXKcxK7xNxBtmgg",43,134266,"False",0.471,0.941,7,-7.538,1,0.0826,7.31e-05,0.911,0.348,0.392,156.052,4,"anime",38.3102151353221
"66bK78V5FvJcxdLncAwZ8Q",46,249333,"False",0.172,0.371,11,-10.516,0,0.033,0.904,0.921,0.107,0.101,63.998,4,"anime",41.1969149387848
"22sQUmLhT8umlEhQzDrzfJ",60,191624,"False",0.675,0.959,7,-1.754,1,0.0835,0.00893,8.48e-05,0.325,0.835,134.017,4,"anime",50.7062538184017
"3CrLoLfSwNqZGbSDupVUdu",55,235586,"False",0.328,0.937,1,-2.249,0,0.36,0.00528,5.73e-05,0.365,0.514,184.696,4,"anime",48.2656110757308
"3Bl9pbEgCoSnm50nG93bvL",52,247426,"False",0.59,0.893,9,-2.632,0,0.0482,0.0997,0,0.278,0.701,129.048,4,"anime",50.8766431534179
"09k2CzqdF7nOqqfCuvGqqd",38,204812,"False",0.771,0.959,7,-3.486,1,0.257,0.639,0,0.102,0.633,150.022,4,"anime",45.1565088003795
"6dPU6KFKAPoRDi2fI2TQkk",35,213382,"False",0.677,0.749,7,-3.505,0,0.0447,0.127,0,0.0594,0.649,92.948,4,"anime",47.0753393955374
"2d7JGTzumONnK6cDD4Ttqc",36,170026,"False",0.139,0.0401,4,-18.38,1,0.0429,0.973,0.851,0.09,0.0397,72.923,4,"anime",41.3086828561947
"1i4VjLtf3rtqF1eBPPJe92",47,256200,"False",0.465,0.938,6,-2.492,0,0.0948,0.0226,0,0.294,0.533,160.02,4,"anime",51.1622077683138
"1jij5b2xsyFGDKfnkPfzZy",33,215853,"False",0.624,0.862,5,-4.802,1,0.041,0.0906,0,0.148,0.704,131.004,4,"anime",48.4936454213284
"09Zlx5f0RKF3zTzZg3Shjn",41,156036,"False",0.54,0.201,5,-20.203,1,0.0591,0.955,0.948,0.347,0.353,191.969,4,"anime",40.8303224213649
"0aAzBVTjeTY83SlwoWCEfv",44,228853,"False",0.385,0.449,5,-9.432,0,0.0379,0.564,0.00101,0.0818,0.172,179.898,3,"anime",42.0408207384416
"3hZcM1k594IRqVdEmADsew",40,227000,"False",0.515,0.488,7,-14.085,0,0.0323,0.191,0.941,0.078,0.0344,132.015,4,"anime",44.0554380199347
"3QrRKBM0VEI2aVIW29Fkp2",48,281560,"False",0.502,0.488,10,-8.125,0,0.0304,0.145,8.06e-06,0.102,0.42,81.01,4,"anime",44.9628197503979
"1yn5VIHdxIlVMPRdQzR2sm",46,164986,"False",0.307,0.233,11,-15.382,1,0.0452,0.977,0.798,0.0871,0.128,83.851,4,"anime",40.6607043382431
"6e5GvWg3K0qdhx3y9Si2mn",33,213000,"False",0.802,0.678,0,-4.893,1,0.0307,0.448,2.64e-05,0.273,0.966,125.007,4,"anime",46.9893650677389
"6fmJ51HRXJx6YVhzv5aSAW",42,206896,"True",0.662,0.728,1,-8.928,1,0.407,0.442,0,0.121,0.386,145.059,4,"anime",42.8036780357433
"2eLA6GJ3yhP49zZEXbBXdw",32,295653,"False",0.61,0.854,10,-5.48,0,0.0395,0.0106,0,0.187,0.578,112.012,4,"anime",45.3398908978167
"0pA3eltAK1kFvoaN7nV50a",32,231813,"False",0.537,0.902,1,-4.965,0,0.0596,0.0213,0,0.364,0.499,129.963,4,"anime",47.8095203048455
"5ioKuIXp2eoTHxOZEK4NQD",33,375560,"False",0.546,0.807,0,-5.803,1,0.132,0.593,0,0.809,0.615,88.027,4,"anime",38.7194932572579
"1JVPMVBBTEeFjLR9YZWfeM",34,212746,"False",0.607,0.713,10,-5.04,1,0.0378,0.0509,2.21e-05,0.0919,0.708,130.001,4,"anime",48.3631482257122
"4EkbGJChszyxhEP0bIwBSZ",56,252173,"False",0.382,0.949,11,-2.985,0,0.121,0.000375,9.62e-06,0.196,0.543,174.132,4,"anime",50.1472788427971
"0bzJSr8vU8yO6Fzy5XJS53",44,230400,"False",0.565,0.812,9,-4.613,0,0.0431,0.00188,2.68e-05,0.149,0.68,150.105,4,"anime",49.2585375595704
"5RbMlPFL4gVyEHW2lEOuzG",62,328626,"False",0.519,0.666,10,-6.163,1,0.0262,0.553,0.000169,0.0948,0.461,149.839,4,"anime",41.8871818266302
"3Uuf5AEoI5KoDqYPcITpWT",53,166588,"False",0.48,0.0419,1,-29.08,1,0.0356,0.981,0.905,0.365,0.107,85.008,4,"anime",40.6339331551589
"3ozivYJGJGq6TSzdy8m64X",55,319906,"False",0.264,0.951,7,-7.356,1,0.146,0.000894,0.0442,0.127,0.159,149.99,4,"anime",33.6371661570395
"3pCpOaXuWTVc085Jyd0iLE",57,233240,"True",0.522,0.718,1,-5.59,1,0.0458,0.000447,0,0.363,0.58,141.042,4,"anime",46.77415432827
"74yVdY65i6G2ZYBKC6o9sB",32,207893,"False",0.572,0.841,7,-5.571,1,0.0408,0.027,0,0.126,0.595,132.945,4,"anime",46.3597176150287
"1Tv2ZJbnp5IN9QOtphIUQE",33,229503,"False",0.81,0.965,3,-5.174,0,0.232,0.187,0,0.0928,0.349,114.987,4,"anime",44.20089848495
"3wBHF6evf55iEzyMtReJSH",47,301285,"False",0.468,0.913,6,-5.67,1,0.072,0.0265,0.0769,0.0787,0.187,109.003,4,"black-metal",28.6574028304429
"50dpeks48j0zMECIKVAGUG",44,350320,"False",0.24,0.548,1,-8.378,0,0.0325,0.00607,0.875,0.0941,0.128,127.337,4,"black-metal",33.1873447366015
"5DFnmcshyxsonqTvanqZPY",49,300503,"False",0.402,0.76,8,-8.138,0,0.0386,1.05e-05,0.85,0.0791,0.199,74.999,4,"black-metal",25.6818568446378
"4AP3a7eEOlz5sTJiWnv2C6",56,383053,"False",0.168,0.974,4,-9.116,1,0.112,3.05e-05,0.641,0.0752,0.0943,93.424,4,"black-metal",22.9690562241392
"2rRR9o5zjuSUwrspfyXKPr",27,209346,"False",0.185,0.937,5,-2.979,1,0.0799,8.28e-05,0.862,0.125,0.0599,80.13,4,"black-metal",23.4084658222715
"01d8pAucIn2NA37da2uHZK",25,288101,"False",0.296,0.908,0,-4.699,1,0.163,0.000496,0.000334,0.599,0.236,175.047,4,"black-metal",26.9378052051412
"14JG4VbsqeLsFuDJlkybOT",48,397160,"False",0.342,0.926,7,-6.313,0,0.0939,3.96e-05,0.683,0.186,0.0972,147.313,4,"black-metal",22.7924837341415
"6IvxXL0dqXJlgIoIFfMqFA",52,216346,"False",0.533,0.954,9,-6.632,1,0.0505,9.66e-06,0.398,0.051,0.398,129.758,4,"black-metal",26.3833873057532
"0qZw82sJY8aIiT1aGyNCKt",26,145264,"False",0.197,0.932,6,-4.834,1,0.0811,1.41e-05,0.937,0.349,0.734,164.071,4,"black-metal",23.6807314533061
"3MBcaBv5QE0r93kFG9PWfG",24,221546,"False",0.353,0.973,1,-6.297,1,0.0787,1.31e-05,0.708,0.104,0.286,118.021,4,"black-metal",22.9797474542028
"0fTUNF9d05iOUPZk1uFG4R",24,251706,"False",0.357,0.943,1,-6.679,1,0.0608,0.000122,0.313,0.226,0.257,83.101,4,"black-metal",24.9253257047996
"6l3A2EWZSOA8LTMmzRCyD3",46,554573,"False",0.1,0.804,7,-4.669,1,0.0768,6.84e-06,0.916,0.384,0.0954,82.211,4,"black-metal",23.8908717464463
"1wJ5Z1Nkcqknyi2U2mjL0G",11,892319,"False",0.247,0.846,11,-6.737,0,0.0531,0.00122,0.586,0.125,0.0698,115.064,4,"black-metal",24.5745833785518
"4Vg7M29rIPeLJwYCLHdRh2",23,1455781,"False",0.102,0.65,6,-11.909,0,0.0738,0.000163,0.207,0.141,0.0605,158.445,3,"black-metal",25.0291519919617
"0GoyU0X4nwqUigVwBPSDen",50,212760,"True",0.249,0.828,3,-10.821,0,0.0685,3.04e-06,0.951,0.112,0.279,120.23,5,"black-metal",23.6099990489684
"2SWPkTic9y4pzjqXzUyOiJ",22,277385,"False",0.191,0.795,6,-13.144,1,0.057,1.24e-06,0.0157,0.266,0.336,119.931,4,"black-metal",22.3026063504856
"0PeeknWE7vgcMdwzbKRfCy",22,187066,"False",0.246,0.997,8,-5.478,1,0.0981,0.00013,0.000264,0.323,0.0828,169.21,4,"black-metal",23.3921986834475
"0qZfhc3NDoeWKomjWX3DBU",23,220200,"False",0.209,0.989,0,-4.644,1,0.125,1.87e-06,0.348,0.177,0.113,104.536,4,"black-metal",21.2348603017671
"4ATJgvvr6VLCkAMZ8MxfUt",25,250326,"True",0.341,0.924,6,-4.794,1,0.049,1.09e-05,0.00983,0.281,0.285,132.477,4,"black-metal",25.0481767965087
"1T0LELb5T66hlUGmeTyTow",23,186653,"False",0.488,0.993,10,-4.666,1,0.194,0.000421,3.22e-06,0.353,0.152,140.043,4,"black-metal",27.6900642337875
"4ZSMuhXGEOniQlBI6Nns5D",24,258680,"False",0.386,0.882,0,-5.546,1,0.0434,0.000116,0.00317,0.326,0.757,142.817,4,"black-metal",29.2642143148096
"7472P30KNDvqlHFJ8kjohy",22,502586,"False",0.0855,0.995,2,-9.285,1,0.372,0.000706,0.0152,0.988,0.0263,81.51,4,"black-metal",24.9211388381111
"1yk4Uky6oS50wHByc90zsq",25,382893,"True",0.364,0.747,9,-4.582,1,0.057,0.000163,0.75,0.102,0.117,161.953,4,"black-metal",26.3880556394574
"3Jai674s9zQJJxsgsyRBHz",42,456440,"False",0.295,0.817,7,-7.594,1,0.0429,0.0392,0.833,0.32,0.276,128.351,4,"black-metal",27.7631472957012
"3V1CdKynl6M9lhpMWtRSwW",22,646986,"True",0.143,0.983,8,-7.345,0,0.188,0.000945,0.00963,0.0531,0.0353,82.482,4,"black-metal",26.3774347097974
"7zuXFwL74ARL4m44jO3sWl",22,212246,"False",0.482,0.942,7,-5.292,1,0.175,7.86e-05,0.00237,0.509,0.401,149.947,4,"black-metal",25.9932101793019
"5faD0zZ9fMa3J5ZN3lIWtp",46,399093,"False",0.166,0.927,7,-8.797,1,0.0736,3.94e-06,0.651,0.344,0.219,131.984,4,"black-metal",21.6372756767188
"4ToRjW6d1RCptxXmdtl28a",22,214720,"False",0.215,0.894,6,-5.774,0,0.125,3.63e-05,0.0713,0.276,0.35,199.794,4,"black-metal",24.1007594107049
"0GxyutETmsiOx8k0bDpq27",21,300226,"False",0.253,0.865,8,-5.575,1,0.0558,0,0.924,0.117,0.16,88.006,3,"black-metal",23.5277574968898
"5eDW8o3J9bTYzYNFQdrGut",21,296880,"False",0.229,0.846,1,-5.895,0,0.0414,2.12e-06,0.705,0.491,0.175,104.986,3,"black-metal",25.0836898207232
"3rCMkB2nbMzHXaXMX7KHAQ",21,405800,"False",0.311,0.729,4,-7.047,1,0.0346,0.000116,0.222,0.225,0.119,141.326,4,"black-metal",26.0061633577738
"0wW2tk2F0X4SIAO6qDh7Ib",22,224400,"False",0.535,0.981,2,-3.85,1,0.103,0.00106,0.0425,0.604,0.256,120.015,4,"black-metal",26.7913234214119
"6o00N22CZ9iy6XtCFSLOc1",47,332093,"False",0.289,0.499,11,-7.966,1,0.0372,0.105,0.00126,0.13,0.172,113.526,4,"black-metal",28.0872148309745
"38pLq8WPZAOYBHnvAgPp9u",47,317800,"False",0.11,0.939,3,-3.975,0,0.104,0.000391,0.35,0.145,0.097,88.58,5,"black-metal",23.8417282595465
"4ByIhPSLMKHEJVsDNgUAI4",22,432133,"False",0.41,0.618,11,-8.491,1,0.0439,0.0042,0.000592,0.327,0.267,100.035,4,"black-metal",29.1061942254967
"1ckklFenu1nS2SGALjRKWT",22,98000,"False",0.225,0.987,7,-3.897,1,0.134,0.00016,0.000612,0.342,0.606,175.69,4,"black-metal",25.9330808831466
"0Js35d0JcXFyXnVQgzrYx1",20,465586,"False",0.169,0.981,0,-5.07,1,0.133,2.3e-06,0.788,0.303,0.0393,117.6,4,"black-metal",20.5097804872136
"60edNIKZXcOi95A3BcNIms",20,330066,"False",0.0998,0.911,9,-11.959,0,0.112,4.3e-06,0.714,0.18,0.0708,195.039,4,"black-metal",21.8111399746113
"5KsKRVuyqD7AvNdpZf0T9g",21,217773,"False",0.193,0.696,6,-4.937,1,0.0907,1.06e-06,0.789,0.227,0.0737,170.061,4,"black-metal",21.9241656568891
"1NGTfArxVfDc8u1P4kG9KX",22,292506,"False",0.53,0.959,7,-5.257,1,0.0502,1.23e-05,0.851,0.359,0.358,124.967,4,"black-metal",23.4025145809895
"5uh9wvwU20dUHQXo6eAVhG",22,157440,"False",0.497,0.919,8,-2.693,0,0.0297,6.95e-05,0.323,0.0565,0.643,101.984,4,"black-metal",28.3396812368504
"3Ks3K2RmCxSUcXS6cOvd43",11,365320,"False",0.271,0.988,4,-4.936,0,0.117,1.66e-05,0.735,0.21,0.253,114.027,4,"black-metal",21.6677343175387
"3rjbECiejTVvyYav4pTeRN",9,144347,"False",0.539,0.549,2,-9.73,1,0.0322,0.315,0.946,0.125,0.235,115.101,4,"black-metal",35.2405960771416
"5p6R8NZvwi1Hh4A5lMqclG",20,300248,"False",0.205,0.89,11,-13.05,1,0.106,7.88e-06,3.49e-05,0.176,0.0376,174.985,4,"black-metal",23.6363365835908
"6Vr7Y4VhprmpQk4voaHYvs",20,356103,"False",0.122,0.99,5,-3.51,1,0.167,0.031,0.000465,0.73,0.0361,149.344,4,"black-metal",26.6307357539466
"1x9jqnd7tU7qRS2Uwt5PIx",44,324170,"False",0.391,0.942,11,-7.998,1,0.0633,0.000295,0.715,0.181,0.322,159.984,4,"black-metal",22.6356784574461
"0h2KyPkIISeMMkA2X0eXU5",46,456906,"False",0.156,0.737,7,-5.273,0,0.0512,0.00393,0.000185,0.122,0.275,134.091,4,"black-metal",28.8160335010928
"3NvzoiDmAFTma2mKKzQhdA",21,343768,"False",0.188,0.983,6,-5.682,1,0.0715,1.69e-06,0.784,0.261,0.0816,114.193,4,"black-metal",20.990868078703
"7c0k1qJjbnu3cvGLcxPs52",20,415491,"False",0.167,0.855,0,-13.9,1,0.0575,1.79e-05,0.883,0.116,0.0757,154.105,4,"black-metal",21.5942951813872
"0SMek8tzVJRYzQkloRhiEk",20,532971,"False",0.163,0.983,5,-4.327,0,0.0881,1.66e-06,0.419,0.25,0.0463,130.704,4,"black-metal",20.7347929475161
"5WcUx1hbNg5V7Bf2Ekbdgv",21,220000,"False",0.312,0.978,7,-6.219,1,0.114,1.87e-06,0.00198,0.972,0.437,94.816,4,"black-metal",23.6527579995292
"0o5jiETMwpSUN79gsfipEZ",21,143846,"True",0.0739,0.974,11,-8.367,1,0.0886,0.0349,0.000586,0.275,0.155,193.872,4,"black-metal",28.1969486020841
"4DxJKxGAJMus7zVDOGI3Ab",20,427000,"False",0.11,0.951,9,-9.627,0,0.262,0.013,0.384,0.0626,0.054,76.699,4,"black-metal",25.4151908074551
"4qjKLLs3W1Ti5HVkL27wBl",21,299880,"False",0.446,0.959,5,-5.554,1,0.0481,3.88e-05,0.0581,0.382,0.579,164.994,4,"black-metal",24.6792623955726
"5I0cPG43ZSaj2Zco49qb7o",20,348279,"True",0.315,0.939,0,-5.287,1,0.104,5.38e-06,0.805,0.0386,0.039,134.996,4,"black-metal",24.3345361364104
"46OE15rOBGfa2XHqLEqCcs",21,343320,"False",0.269,0.913,9,-4.476,0,0.0439,0.000231,0.146,0.367,0.155,98.105,4,"black-metal",25.6882080819471
"0zhhEhgMZaiqzA4bV82Na0",19,208613,"False",0.207,0.989,2,-4.441,1,0.0955,2.2e-06,0.613,0.399,0.0387,110.653,4,"black-metal",20.3510373687626
"4AtIYKn78JEjApGA0Dv68a",22,158293,"True",0.215,0.983,9,-3.154,1,0.114,2.61e-05,0.216,0.184,0.623,183.911,4,"black-metal",24.9719075638626
"1eUrfmvVOuy7RsS11Kz74Q",22,206973,"False",0.26,0.994,10,-5.291,0,0.0909,6.47e-06,0.704,0.0958,0.36,145.913,4,"black-metal",21.9018963077073
"3OzuR4CKAUgIE35ex2SILV",21,138527,"False",0.215,0.995,0,-4.089,1,0.0643,0.000493,0.0118,0.333,0.307,200.154,4,"black-metal",27.2416441299861
"6BrPfRDcZHJn3RHm55nqyf",19,386925,"False",0.497,0.255,5,-16.721,1,0.0344,0.979,0.932,0.112,0.159,119.943,4,"black-metal",29.57047074978
"2YDSRUeniyII1QFAwbAnTL",20,427531,"False",0.41,0.951,9,-6.49,1,0.0682,1.97e-06,0.862,0.117,0.0317,105.03,3,"black-metal",22.2292090604482
"0oRJe5bo3zq3WhNkkkADYN",20,351253,"False",0.256,0.855,7,-3.897,1,0.0417,0.000271,0.00335,0.149,0.417,115.12,4,"black-metal",27.4666016265389
"1hpCaSvWxS9Yzu9r2TBGyj",19,372626,"True",0.418,0.948,11,-4.902,0,0.0649,3.19e-05,0.00188,0.336,0.241,160.03,4,"black-metal",26.6940974215939
"1CwpGpNsBNm6Bp1zYs0px9",21,146666,"True",0.404,0.971,1,-7.395,0,0.0691,1.48e-06,0.076,0.0621,0.153,109.993,4,"black-metal",23.2326741758024
"1N2GcSXdQc3LXZfT0kKiCn",19,845693,"False",0.124,0.936,0,-5.833,1,0.106,1.3e-05,0.744,0.0866,0.033,97.921,4,"black-metal",21.893594067611
"6M4h6Y9aft9icQR5nuvSTy",21,340080,"False",0.104,0.964,9,-5.325,1,0.0864,9.91e-06,0.57,0.525,0.126,158.191,4,"black-metal",21.0231485681957
"3TyxRFwcJf2O3mdzVTvJPg",19,88226,"False",0.123,0.225,9,-21.184,1,0.0522,0.00063,0.836,0.0564,0.0955,76.104,4,"black-metal",26.8127820659238
"2aLXBmo9asXX5vC3n2hY3r",19,248226,"False",0.402,0.959,3,-6.67,1,0.0677,1.23e-05,0.175,0.305,0.114,126.285,4,"black-metal",23.2435261233319
"4P44lP7mjdMrHiNP9O5X13",20,244000,"False",0.0925,0.957,8,-5.241,0,0.0687,1.07e-05,0.0261,0.0703,0.185,178.333,4,"black-metal",23.203122883704
"3OAW2oDJwA4MJKwlZ13pWv",19,401240,"True",0.353,0.709,6,-8.389,0,0.0458,4.68e-05,0.852,0.106,0.0677,135.092,4,"black-metal",26.299343286176
"0njSyA8BBKgkX0ihQcqeN7",39,358866,"False",0.42,0.894,8,-6.813,0,0.0609,0.00714,0.526,0.336,0.198,139.967,3,"black-metal",27.2737162047883
"2uWUu4IDtlb3lbBXnMHP8a",20,286879,"False",0.238,0.976,0,-7.747,1,0.151,0.00158,0.263,0.0969,0.158,89.477,4,"black-metal",24.4386546058378
"3bat14NdN3flvcsEMpVOFq",20,488533,"False",0.558,0.969,9,-5.069,1,0.0649,0.00124,0.0735,0.334,0.541,124.019,4,"black-metal",25.262649913963
"3cDDx7zg7t5jHdXNrD9H7C",21,252720,"False",0.322,0.906,0,-8.75,0,0.121,4.29e-06,0.604,0.336,0.152,110.498,4,"black-metal",21.408263095159
"6zJpwKcGg87QLxiRNrMP8W",19,380131,"False",0.234,0.891,11,-5.575,0,0.0737,1.45e-05,0.467,0.154,0.297,95.022,4,"black-metal",22.5411892414409
"0KTE42CfNdxyAXD6VUpypM",19,261549,"False",0.0791,0.097,7,-21.318,1,0.0433,0.985,0.983,0.108,0.0305,61.086,5,"black-metal",26.1453765675561
"6266Xaa6j99btmam9nQO88",20,292226,"False",0.138,0.969,7,-5.918,1,0.108,3.07e-06,0.797,0.267,0.161,75.883,3,"black-metal",22.8856569330298
"6KOJOQv967aApQ1MY7xyQ1",19,270436,"False",0.589,0.876,0,-5.859,0,0.0634,0.000874,0.0587,0.0728,0.347,119.952,4,"black-metal",26.8897244660077
"6YTxw9D17XpnJnujgCqJgX",19,229955,"False",0.383,0.879,0,-8.046,1,0.0658,0.0692,0.889,0.0954,0.0405,141.741,4,"black-metal",28.4299633999094
"455DO7PYZRFc3nMgqRQLMX",21,253413,"False",0.516,0.92,3,-3.986,1,0.0604,0.000373,7.98e-06,0.156,0.406,79.996,4,"black-metal",29.3653018682245
"0sC5ub2JcnKmypbITsfsJa",21,303680,"False",0.557,0.813,8,-6.798,1,0.0372,0.0044,0.000421,0.102,0.427,125.047,4,"black-metal",30.5381293089389
"5IYqcX40Tr97RZDg3Sifl0",20,233733,"False",0.307,0.7,4,-9.619,1,0.04,2.28e-05,0.802,0.122,0.3,86.303,4,"black-metal",25.0043957118967
"6Ua3yjhvUNx1Kjzq8RrlHa",20,228906,"False",0.382,0.904,8,-7.949,1,0.0647,0.00058,0.794,0.082,0.433,112.797,4,"black-metal",24.9597184705839
"1BZ9bUYt4fsF2bLVPZp2aU",49,250145,"True",0.475,0.959,11,-4.135,1,0.0903,9.35e-05,3.24e-06,0.213,0.135,129.983,4,"black-metal",29.6352928712435
"2uhGhGjoSFyOeyFDc9zHhQ",18,234800,"False",0.502,0.736,8,-7.418,0,0.0272,0.0106,0.000227,0.109,0.639,135.055,3,"black-metal",35.8832099256397
"6whmodY4ixeotqmVxwQOwL",46,284026,"False",0.46,0.889,1,-6.279,0,0.0581,4.15e-05,0.656,0.0671,0.219,114.994,4,"black-metal",24.881256078957
"3EQi86PyyvhCsoD4fnGCwQ",19,397466,"False",0.0749,0.821,9,-4.507,0,0.052,5.4e-06,0.503,0.134,0.235,80.776,4,"black-metal",23.8944286116031
"3QfhY9bgWzVu1Wrw0MIZek",19,483586,"False",0.153,0.83,0,-17.787,1,0.163,0.00161,0.267,0.0637,0.121,82.773,3,"black-metal",24.3448299497391
"74fmgTCBrBsgcjLwFZ8HLS",19,478367,"False",0.137,0.863,0,-7.398,1,0.0734,0.000339,0.781,0.322,0.102,99.778,4,"black-metal",23.0112166514569
"13ORo6nuNhNLniacmJVocI",20,165573,"False",0.243,0.968,1,-5.706,1,0.135,0.00966,0.952,0.162,0.0792,100.255,4,"black-metal",23.1769893988222
"2gVN8sXB7FxbdBvSHaZYHM",20,187493,"True",0.254,0.99,1,-5.143,1,0.139,0.0597,0.93,0.263,0.238,176.089,4,"black-metal",25.0271636530737
"1zc9mfxeNZ6HiSxRzY7JIA",21,256306,"False",0.387,0.956,10,-3.923,1,0.0821,4.83e-06,0.811,0.384,0.155,120.11,4,"black-metal",21.9790017292687
"70RLwSIBClxedybDYa2XWy",19,243626,"True",0.0658,0.993,9,-2.484,1,0.164,0.000697,0.217,0.317,0.107,199.986,4,"black-metal",25.7195888998453
"4tk1j373NAOpTtjasixnlQ",21,122586,"True",0.349,0.994,9,-5.989,1,0.0978,1.84e-06,0.008,0.204,0.141,104.387,4,"black-metal",22.0270784793762
"4HqNd2LxuZ8ByR7E4tKeLK",19,201933,"False",0.207,0.982,11,-3.922,0,0.0843,0.00064,0.00565,0.339,0.119,151.627,4,"black-metal",24.4882285250993
"4vK7YxgpYLEU97fA3M3EeI",43,522813,"False",0.295,0.44,4,-9.151,0,0.0314,4.16e-05,0.498,0.0811,0.039,133.988,3,"black-metal",31.002842980339
"2O03PVLpxzIX3D8k2fJwRn",20,257553,"False",0.424,0.998,5,-3.692,0,0.0947,1.3e-05,0.251,0.278,0.0406,147.964,4,"black-metal",23.9145737885271
"1Pj511so3LG0PKCkZrkd5Z",18,297046,"False",0.0731,0.962,5,-4.567,1,0.128,4.6e-06,0.00564,0.17,0.0722,178.633,3,"black-metal",24.6734590998999
